_id,organizationId,employeeId,dateKey,date,shiftId,branchId,checkInAt,checkOutAt,checkInSource,checkOutSource,workedMinutes,isLate,lateByMinutes,status,notes,manuallyEditedBy,manuallyEditedByName,manuallyEditedAt,isDeleted,deletedAt,id,createdAt,updatedAt,lifelineApplied,unverifiedMinutes,dayClosed,reopenReason,reopenedByName,suggestedCheckOutAt,reopenedBy,reopenedAt
6a473a943e0b932ccd4dc678,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-03,2026-07-03T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-03T04:00:00Z,2026-07-03T12:32:00Z,manual,manual,512,false,0,present,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-08T11:13:04.843Z,false,,6a473a943e0b932ccd4dc678,2026-07-03T04:29:08.701Z,2026-08-08T11:13:04.843Z,[],0,,,,,,
6a473bac3e0b932ccd4dc6f6,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-03,2026-07-03T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-03T04:33:00Z,2026-07-03T12:36:00Z,manual,manual,483,false,0,half_day,,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-08T11:12:51.225Z,false,,6a473bac3e0b932ccd4dc6f6,2026-07-03T04:33:48.853Z,2026-08-08T11:12:51.227Z,[],0,,,,,,
6a488fe36701dc33031e06bd,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-04,2026-07-04T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-04T04:00:00Z,2026-07-04T12:30:00Z,manual,manual,510,false,0,present,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-19T12:07:26.035Z,false,,6a488fe36701dc33031e06bd,2026-07-04T04:45:23.681Z,2026-08-19T12:07:26.036Z,[],0,false,,,,,
6a4891256701dc33031e07b3,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-04,2026-07-04T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-04T04:50:00Z,2026-07-04T11:13:00Z,manual,manual,383,true,20,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.267Z,false,,6a4891256701dc33031e07b3,2026-07-04T04:50:45.293Z,2026-07-17T08:20:56.268Z,[],,,,,,,
6a4891796701dc33031e08b9,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-04,2026-07-04T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-04T04:52:00Z,2026-07-04T11:11:00Z,manual,manual,379,true,22,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.300Z,false,,6a4891796701dc33031e08b9,2026-07-04T04:52:09.758Z,2026-07-17T08:20:56.300Z,[],,,,,,,
6a4b275802b71b658d6c0e36,6a449eaf3e24124ff06a4a45,6a44abdc3e24124ff06a5641,2026-07-06,2026-07-06T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-06T03:56:00Z,2026-07-06T12:45:00Z,manual,manual,529,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.324Z,false,,6a4b275802b71b658d6c0e36,2026-07-06T03:56:08.958Z,2026-07-17T08:20:56.325Z,[],,,,,,,
6a4b294a02b71b658d6c0e94,6a449eaf3e24124ff06a4a45,6a44ab783e24124ff06a557f,2026-07-06,2026-07-06T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-06T04:04:00Z,2026-07-06T12:44:00Z,manual,manual,520,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.348Z,false,,6a4b294a02b71b658d6c0e94,2026-07-06T04:04:26.643Z,2026-07-17T08:20:56.349Z,[],,,,,,,
6a4b323702b71b658d6c0fb9,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-06,2026-07-06T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-06T04:42:00Z,2026-07-06T12:38:00Z,manual,manual,476,true,12,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.379Z,false,,6a4b323702b71b658d6c0fb9,2026-07-06T04:42:31.968Z,2026-07-17T08:20:56.380Z,[],,,,,,,
6a4b42f602b71b658d6c1708,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-06,2026-07-06T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-06T05:45:00Z,2026-07-06T14:46:00Z,manual,manual,541,true,75,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.458Z,false,,6a4b42f602b71b658d6c1708,2026-07-06T05:53:58.036Z,2026-07-17T08:20:56.459Z,[],,,,,,,
6a4b9a0a057f067923cd6821,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-06,2026-07-06T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,,,manual,manual,0,false,0,absent,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-07-06T14:27:40.253Z,false,,6a4b9a0a057f067923cd6821,2026-07-06T12:05:30.708Z,2026-07-06T14:27:40.254Z,,,,,,,,
6a4c7a99d26d4a9acd087f2b,6a449eaf3e24124ff06a4a45,6a44ab783e24124ff06a557f,2026-07-07,2026-07-07T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-07T04:03:00Z,2026-07-07T13:09:00Z,manual,manual,546,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.475Z,false,,6a4c7a99d26d4a9acd087f2b,2026-07-07T04:03:37.897Z,2026-07-17T08:20:56.476Z,[],,,,,,,
6a4c7d2bd26d4a9acd087f9e,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-07,2026-07-07T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-07T04:14:00Z,2026-07-07T12:52:00Z,manual,manual,518,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.489Z,false,,6a4c7d2bd26d4a9acd087f9e,2026-07-07T04:14:35.950Z,2026-07-17T08:20:56.492Z,[],,,,,,,
6a4c7dced26d4a9acd088001,6a449eaf3e24124ff06a4a45,6a44abdc3e24124ff06a5641,2026-07-07,2026-07-07T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-07T04:17:00Z,2026-07-07T12:41:00Z,manual,manual,504,false,0,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.519Z,false,,6a4c7dced26d4a9acd088001,2026-07-07T04:17:18.639Z,2026-07-17T08:20:56.521Z,[],,,,,,,
6a4c82f5d26d4a9acd088479,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-07,2026-07-07T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-07T04:39:00Z,2026-07-07T12:45:00Z,manual,manual,486,true,9,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.577Z,false,,6a4c82f5d26d4a9acd088479,2026-07-07T04:39:17.520Z,2026-07-17T08:20:56.578Z,[],,,,,,,
6a4c8346d26d4a9acd08850d,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-07,2026-07-07T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-07T04:00:00Z,2026-07-07T12:30:00Z,manual,manual,510,false,0,present,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-19T12:05:24.438Z,false,,6a4c8346d26d4a9acd08850d,2026-07-07T04:40:38.420Z,2026-08-19T12:05:24.439Z,[],0,false,,,,,
6a4dca00a7b7cb8f83a9beaa,6a449eaf3e24124ff06a4a45,6a44abdc3e24124ff06a5641,2026-07-08,2026-07-08T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-08T03:54:00Z,2026-07-08T12:38:00Z,manual,manual,524,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.700Z,false,,6a4dca00a7b7cb8f83a9beaa,2026-07-08T03:54:40.423Z,2026-07-17T08:20:56.700Z,[],,,,,,,
6a4dcb65a7b7cb8f83a9bf11,6a449eaf3e24124ff06a4a45,6a44ab783e24124ff06a557f,2026-07-08,2026-07-08T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-08T04:00:00Z,2026-07-08T12:39:00Z,manual,manual,519,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.710Z,false,,6a4dcb65a7b7cb8f83a9bf11,2026-07-08T04:00:37.180Z,2026-07-17T08:20:56.711Z,[],,,,,,,
6a4dcefca7b7cb8f83a9bf97,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-08,2026-07-08T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-08T04:15:00Z,2026-07-08T12:50:00Z,manual,manual,515,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.722Z,false,,6a4dcefca7b7cb8f83a9bf97,2026-07-08T04:15:56.456Z,2026-07-17T08:20:56.723Z,[],,,,,,,
6a4dd5c8a7b7cb8f83a9c233,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-08,2026-07-08T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-08T04:44:00Z,2026-07-08T12:46:00Z,manual,manual,482,true,14,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.796Z,false,,6a4dd5c8a7b7cb8f83a9c233,2026-07-08T04:44:56.955Z,2026-07-17T08:20:56.796Z,[],,,,,,,
6a4dd7f0a7b7cb8f83a9c33b,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-08,2026-07-08T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-08T04:00:00Z,2026-07-08T12:30:00Z,manual,manual,510,false,0,present,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-19T12:05:32.889Z,false,,6a4dd7f0a7b7cb8f83a9c33b,2026-07-08T04:54:08.310Z,2026-08-19T12:05:32.890Z,[],0,false,,,,,
6a4f1d75aced9edc5e294927,6a449eaf3e24124ff06a4a45,6a44abdc3e24124ff06a5641,2026-07-09,2026-07-09T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-09T04:03:00Z,2026-07-09T12:39:00Z,manual,manual,516,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.938Z,false,,6a4f1d75aced9edc5e294927,2026-07-09T04:03:01.721Z,2026-07-17T08:20:56.939Z,[],,,,,,,
6a4f1dd8aced9edc5e29498f,6a449eaf3e24124ff06a4a45,6a44ab783e24124ff06a557f,2026-07-09,2026-07-09T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-09T04:04:00Z,2026-07-09T12:42:00Z,manual,manual,518,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:56.984Z,false,,6a4f1dd8aced9edc5e29498f,2026-07-09T04:04:40.952Z,2026-07-17T08:20:56.985Z,[],,,,,,,
6a4f1f84aced9edc5e294a0c,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-09,2026-07-09T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-09T04:11:00Z,2026-07-09T13:11:00Z,manual,manual,540,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.013Z,false,,6a4f1f84aced9edc5e294a0c,2026-07-09T04:11:48.580Z,2026-07-17T08:20:57.014Z,[],,,,,,,
6a4f26a9aced9edc5e294d54,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-09,2026-07-09T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-09T04:42:00Z,2026-07-09T12:44:00Z,manual,manual,482,true,12,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.040Z,false,,6a4f26a9aced9edc5e294d54,2026-07-09T04:42:17.193Z,2026-07-17T08:20:57.041Z,[],,,,,,,
6a4f6b7baced9edc5e296171,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-09,2026-07-09T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,,,manual,manual,0,false,0,absent,,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-19T12:07:05.805Z,false,,6a4f6b7baced9edc5e296171,2026-07-09T09:35:55.060Z,2026-08-19T12:07:05.806Z,[],0,false,,,,,
6a506ed641a999f8777cbc83,6a449eaf3e24124ff06a4a45,6a44ab783e24124ff06a557f,2026-07-10,2026-07-10T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-10T04:02:00Z,2026-07-10T12:54:00Z,manual,manual,532,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.130Z,false,,6a506ed641a999f8777cbc83,2026-07-10T04:02:30.936Z,2026-07-17T08:20:57.133Z,[],,,,,,,
6a506ef441a999f8777cbceb,6a449eaf3e24124ff06a4a45,6a44abdc3e24124ff06a5641,2026-07-10,2026-07-10T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-10T04:03:00Z,2026-07-10T13:06:00Z,manual,manual,543,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.174Z,false,,6a506ef441a999f8777cbceb,2026-07-10T04:03:00.527Z,2026-07-17T08:20:57.176Z,[],,,,,,,
6a50739941a999f8777cbe2c,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-10,2026-07-10T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-10T04:22:00Z,2026-07-10T12:42:00Z,manual,manual,500,false,0,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.233Z,false,,6a50739941a999f8777cbe2c,2026-07-10T04:22:49.807Z,2026-07-17T08:20:57.234Z,[],,,,,,,
6a50785a41a999f8777cc1fb,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-10,2026-07-10T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-10T04:43:00Z,2026-07-10T12:42:00Z,manual,manual,479,true,13,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.319Z,false,,6a50785a41a999f8777cc1fb,2026-07-10T04:43:06.582Z,2026-07-17T08:20:57.323Z,[],,,,,,,
6a5079d641a999f8777cc3b3,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-10,2026-07-10T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-10T04:00:00Z,2026-07-10T12:30:00Z,manual,manual,510,false,0,present,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-19T12:07:46.124Z,false,,6a5079d641a999f8777cc3b3,2026-07-10T04:49:26.198Z,2026-08-19T12:07:46.125Z,[],0,false,,,,,
6a51c1db41a999f8777cf08d,6a449eaf3e24124ff06a4a45,6a44ab783e24124ff06a557f,2026-07-11,2026-07-11T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-11T04:08:00Z,2026-07-11T10:06:00Z,manual,manual,358,false,0,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.390Z,false,,6a51c1db41a999f8777cf08d,2026-07-11T04:09:00.001Z,2026-07-17T08:20:57.391Z,[],,,,,,,
6a51c21741a999f8777cf0f5,6a449eaf3e24124ff06a4a45,6a44abdc3e24124ff06a5641,2026-07-11,2026-07-11T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-11T04:09:00Z,2026-07-11T12:19:00Z,manual,manual,490,false,0,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.451Z,false,,6a51c21741a999f8777cf0f5,2026-07-11T04:09:59.142Z,2026-07-17T08:20:57.451Z,[],,,,,,,
6a51c59841a999f8777cf1a2,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-11,2026-07-11T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-11T04:24:00Z,2026-07-11T12:41:00Z,manual,manual,497,false,0,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.497Z,false,,6a51c59841a999f8777cf1a2,2026-07-11T04:24:56.078Z,2026-07-17T08:20:57.501Z,[],,,,,,,
6a51c79741a999f8777cf243,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-11,2026-07-11T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-11T04:33:00Z,2026-07-11T12:35:00Z,manual,manual,482,true,3,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.563Z,false,,6a51c79741a999f8777cf243,2026-07-11T04:33:27.337Z,2026-07-17T08:20:57.564Z,[],,,,,,,
6a51d51641a999f8777cf757,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-11,2026-07-11T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-11T05:31:00Z,2026-07-11T12:41:00Z,manual,manual,430,true,61,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.626Z,false,,6a51d51641a999f8777cf757,2026-07-11T05:31:02.866Z,2026-07-17T08:20:57.627Z,[],,,,,,,
6a5469105c44c757e328405c,6a449eaf3e24124ff06a4a45,6a44a1d53e24124ff06a4cf5,2026-07-13,2026-07-13T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-13T04:26:00Z,2026-07-13T12:58:00Z,manual,manual,512,false,0,present,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.697Z,false,,6a5469105c44c757e328405c,2026-07-13T04:26:56.425Z,2026-07-17T08:20:57.698Z,[],,,,,,,
6a546d535c44c757e3284138,6a449eaf3e24124ff06a4a45,6a44acd53e24124ff06a5763,2026-07-13,2026-07-13T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-13T04:45:00Z,2026-07-13T12:57:00Z,manual,manual,492,true,15,half_day,,,System Recompute (2026-07-17 deploy fix),2026-07-17T08:20:57.711Z,false,,6a546d535c44c757e3284138,2026-07-13T04:45:07.257Z,2026-07-17T08:20:57.715Z,[],,,,,,,
6a546dff5c44c757e32841e2,6a449eaf3e24124ff06a4a45,6a44a09b3e24124ff06a4bea,2026-07-13,2026-07-13T00:00:00Z,6a44a98f3e24124ff06a53e4,6a44a9ef3e24124ff06a5439,2026-07-13T04:00:00Z,2026-07-13T12:30:00Z,manual,manual,510,false,0,present,Marked on time manually for Day Shift.,6a449eaf3e24124ff06a4a45,Signet AI,2026-08-19T12:08:04.139Z,false,,6a546dff5c44c757e32841e2,2026-07-13T04:47:59.673Z,2026-08-19T12:08:04.142Z,[],0,false,,,,,
